id,scenario,startdate,enddate,status,userlanguage,consent,role0_do_1,role0_do_2,role0_do_3,role0_do_4,role1_do_1,role1_do_2,role1_do_3,role1_do_4,role2_do_1,role2_do_2,role2_do_3,role2_do_4,role3_do_1,role3_do_2,role3_do_3,role3_do_4,role4_do_1,role4_do_2,role4_do_3,role4_do_4,right,like,trust,loyal,rely,friend,boss,spouse,potus,role5_do_1,role5_do_2,role5_do_3,role5_do_4,age,female,liberal,serious,squo,fl_100_do_fl_99,fl_100_do_fl_101,fl_102_do_fl_103,fl_102_do_fl_104,fl_105_do_fl_106,fl_105_do_fl_107,fl_108_do_fl_110,fl_108_do_fl_111,fl_112_do_fl_113,fl_112_do_fl_114,fl_116_do_fl_117,fl_116_do_fl_118,fl_33_do_caseyscenario1protzkome,fl_33_do_brianscenario2mergeshan,fl_33_do_joescenario3mergeshanno,fl_33_do_bethscenario4mergeshann,fl_33_do_sophiescenario5mergesha,fl_33_do_markscenario6mergeshann,caseyscenario1protzkomerge_do_ca,v126,caseyscenario1protzkomerge_do_re,v128,caseyscenario1protzkomerge_do_lo,caseyscenario1protzkomerge_do_tr,caseyscenario1protzkomerge_do_q2,v132,caseyscenario1protzkomerge_do_li,caseyscenario1protzkomerge_do_ro,caseyscenario1protzkomerge_do_ri,brianscenario2mergeshannon_do_q2,brianscenario2mergeshannon_do_ri,brianscenario2mergeshannon_do_li,brianscenario2mergeshannon_do_tr,brianscenario2mergeshannon_do_lo,brianscenario2mergeshannon_do_re,brianscenario2mergeshannon_do_ro,v143,v144,v145,v146,joescenario3mergeshannon_do_q305,joescenario3mergeshannon_do_q306,joescenario3mergeshannon_do_righ,joescenario3mergeshannon_do_like,joescenario3mergeshannon_do_q301,joescenario3mergeshannon_do_loya,joescenario3mergeshannon_do_rely,joescenario3mergeshannon_do_q303,joescenario3mergeshannon_do_q304,joescenario3mergeshannon_do_role,joescenario3mergeshannon_do_trus,bethscenario4mergeshannon_do_q31,bethscenario4mergeshannon_do_rig,bethscenario4mergeshannon_do_lik,bethscenario4mergeshannon_do_tru,v162,v163,bethscenario4mergeshannon_do_loy,v165,bethscenario4mergeshannon_do_rel,bethscenario4mergeshannon_do_rol,v168,sophiescenario5mergeshannon_do_r,sophiescenario5mergeshannon_do_l,v171,sophiescenario5mergeshannon_do_t,sophiescenario5mergeshannon_do_q,v174,v175,v176,v177,v178,v179,markscenario6mergeshannon_do_lik,markscenario6mergeshannon_do_tru,markscenario6mergeshannon_do_q33,v183,v184,markscenario6mergeshannon_do_rig,markscenario6mergeshannon_do_rel,v187,v188,markscenario6mergeshannon_do_loy,markscenario6mergeshannon_do_rol
16,3,9/27/2022 20:53,9/27/2022 21:06,0,EN,1,2,4,3,1,2,3,1,4,4,1,2,3,4,3,1,2,1,3,4,2,0,2,2,2,2,1,2,1,1,2,3,4,1,19,1,1,1,0,1,,1,,,1,1,,1,,,1,3,1,4,6,5,2,,,7,6,8,4,1,,3,5,2,1,2,3,5,7,8,4,,,,6,,6,2,3,1,7,8,,,5,4,6,2,3,5,,,7,,8,4,1,2,7,3,4,,,6,,5,1,8,3,4,,,,2,8,1,6,7,5
16,4,9/27/2022 20:53,9/27/2022 21:06,0,EN,1,2,4,3,1,2,3,1,4,4,1,2,3,4,3,1,2,1,3,4,2,2,2,2,3,3,3,2,3,2,2,3,4,1,19,1,1,1,0,1,,1,,,1,1,,1,,,1,3,1,4,6,5,2,,,7,6,8,4,1,,3,5,2,1,2,3,5,7,8,4,,,,6,,6,2,3,1,7,8,,,5,4,6,2,3,5,,,7,,8,4,1,2,7,3,4,,,6,,5,1,8,3,4,,,,2,8,1,6,7,5
16,5,9/27/2022 20:53,9/27/2022 21:06,0,EN,1,2,4,3,1,2,3,1,4,4,1,2,3,4,3,1,2,1,3,4,2,1,7,7,4,4,6,6,6,5,2,3,4,1,19,1,1,1,1,1,,1,,,1,1,,1,,,1,3,1,4,6,5,2,,,7,6,8,4,1,,3,5,2,1,2,3,5,7,8,4,,,,6,,6,2,3,1,7,8,,,5,4,6,2,3,5,,,7,,8,4,1,2,7,3,4,,,6,,5,1,8,3,4,,,,2,8,1,6,7,5
17,0,9/27/2022 15:18,9/28/2022 1:08,0,EN,1,2,3,1,4,4,2,1,3,1,3,2,4,3,2,1,4,4,1,2,3,0,1,1,4,4,2,2,4,1,4,3,1,2,20,1,1,1,1,,1,,1,,1,1,,,1,1,,3,2,5,1,6,4,6,,7,,8,3,1,,4,5,2,1,2,4,5,7,8,3,6,,,,,6,2,5,1,7,8,,,3,4,,2,3,4,,6,7,,8,5,1,2,7,3,4,6,,,,5,1,8,3,5,,6,,2,8,1,,7,4
17,1,9/27/2022 15:18,9/28/2022 1:08,0,EN,1,2,3,1,4,4,2,1,3,1,3,2,4,3,2,1,4,4,1,2,3,0,2,6,5,4,4,3,3,1,4,3,1,2,20,1,1,1,1,,1,,1,,1,1,,,1,1,,3,2,5,1,6,4,6,,7,,8,3,1,,4,5,2,1,2,4,5,7,8,3,6,,,,,6,2,5,1,7,8,,,3,4,,2,3,4,,6,7,,8,5,1,2,7,3,4,6,,,,5,1,8,3,5,,6,,2,8,1,,7,4
17,2,9/27/2022 15:18,9/28/2022 1:08,0,EN,1,2,3,1,4,4,2,1,3,1,3,2,4,3,2,1,4,4,1,2,3,1,6,6,4,4,5,5,5,5,4,3,1,2,20,1,1,1,1,,1,,1,,1,1,,,1,1,,3,2,5,1,6,4,6,,7,,8,3,1,,4,5,2,1,2,4,5,7,8,3,6,,,,,6,2,5,1,7,8,,,3,4,,2,3,4,,6,7,,8,5,1,2,7,3,4,6,,,,5,1,8,3,5,,6,,2,8,1,,7,4
17,3,9/27/2022 15:18,9/28/2022 1:08,0,EN,1,2,3,1,4,4,2,1,3,1,3,2,4,3,2,1,4,4,1,2,3,0,7,6,4,4,6,6,6,1,4,3,1,2,20,1,1,1,0,,1,,1,,1,1,,,1,1,,3,2,5,1,6,4,6,,7,,8,3,1,,4,5,2,1,2,4,5,7,8,3,6,,,,,6,2,5,1,7,8,,,3,4,,2,3,4,,6,7,,8,5,1,2,7,3,4,6,,,,5,1,8,3,5,,6,,2,8,1,,7,4
17,4,9/27/2022 15:18,9/28/2022 1:08,0,EN,1,2,3,1,4,4,2,1,3,1,3,2,4,3,2,1,4,4,1,2,3,1,6,6,3,3,4,4,4,4,4,3,1,2,20,1,1,1,1,,1,,1,,1,1,,,1,1,,3,2,5,1,6,4,6,,7,,8,3,1,,4,5,2,1,2,4,5,7,8,3,6,,,,,6,2,5,1,7,8,,,3,4,,2,3,4,,6,7,,8,5,1,2,7,3,4,6,,,,5,1,8,3,5,,6,,2,8,1,,7,4
17,5,9/27/2022 15:18,9/28/2022 1:08,0,EN,1,2,3,1,4,4,2,1,3,1,3,2,4,3,2,1,4,4,1,2,3,1,7,7,1,1,5,5,5,5,4,3,1,2,20,1,1,1,0,,1,,1,,1,1,,,1,1,,3,2,5,1,6,4,6,,7,,8,3,1,,4,5,2,1,2,4,5,7,8,3,6,,,,,6,2,5,1,7,8,,,3,4,,2,3,4,,6,7,,8,5,1,2,7,3,4,6,,,,5,1,8,3,5,,6,,2,8,1,,7,4
18,0,9/28/2022 10:25,9/28/2022 10:29,0,EN,1,3,1,4,2,1,3,2,4,3,1,4,2,2,1,3,4,1,3,4,2,0,2,2,1,2,3,3,3,3,2,1,4,3,19,1,0,1,1,,1,1,,,1,,1,1,,1,,4,1,3,5,2,6,6,,7,,8,3,1,,4,5,2,1,2,5,4,7,8,3,,6,,,,6,2,4,1,7,8,,,3,5,,2,5,4,6,,7,,8,3,1,2,7,3,4,,,6,,5,1,8,4,3,,6,,2,8,1,,7,5
18,1,9/28/2022 10:25,9/28/2022 10:29,0,EN,1,3,1,4,2,1,3,2,4,3,1,4,2,2,1,3,4,1,3,4,2,1,7,7,3,3,4,5,3,4,2,1,4,3,19,1,0,1,0,,1,1,,,1,,1,1,,1,,4,1,3,5,2,6,6,,7,,8,3,1,,4,5,2,1,2,5,4,7,8,3,,6,,,,6,2,4,1,7,8,,,3,5,,2,5,4,6,,7,,8,3,1,2,7,3,4,,,6,,5,1,8,4,3,,6,,2,8,1,,7,5
18,2,9/28/2022 10:25,9/28/2022 10:29,0,EN,1,3,1,4,2,1,3,2,4,3,1,4,2,2,1,3,4,1,3,4,2,1,7,7,4,5,4,6,5,6,2,1,4,3,19,1,0,1,1,,1,1,,,1,,1,1,,1,,4,1,3,5,2,6,6,,7,,8,3,1,,4,5,2,1,2,5,4,7,8,3,,6,,,,6,2,4,1,7,8,,,3,5,,2,5,4,6,,7,,8,3,1,2,7,3,4,,,6,,5,1,8,4,3,,6,,2,8,1,,7,5
18,3,9/28/2022 10:25,9/28/2022 10:29,0,EN,1,3,1,4,2,1,3,2,4,3,1,4,2,2,1,3,4,1,3,4,2,1,6,6,2,3,4,5,5,3,2,1,4,3,19,1,0,1,1,,1,1,,,1,,1,1,,1,,4,1,3,5,2,6,6,,7,,8,3,1,,4,5,2,1,2,5,4,7,8,3,,6,,,,6,2,4,1,7,8,,,3,5,,2,5,4,6,,7,,8,3,1,2,7,3,4,,,6,,5,1,8,4,3,,6,,2,8,1,,7,5
18,4,9/28/2022 10:25,9/28/2022 10:29,0,EN,1,3,1,4,2,1,3,2,4,3,1,4,2,2,1,3,4,1,3,4,2,1,7,7,2,2,3,3,3,6,2,1,4,3,19,1,0,1,0,,1,1,,,1,,1,1,,1,,4,1,3,5,2,6,6,,7,,8,3,1,,4,5,2,1,2,5,4,7,8,3,,6,,,,6,2,4,1,7,8,,,3,5,,2,5,4,6,,7,,8,3,1,2,7,3,4,,,6,,5,1,8,4,3,,6,,2,8,1,,7,5
18,5,9/28/2022 10:25,9/28/2022 10:29,0,EN,1,3,1,4,2,1,3,2,4,3,1,4,2,2,1,3,4,1,3,4,2,1,6,6,4,4,3,5,3,5,2,1,4,3,19,1,0,1,0,,1,1,,,1,,1,1,,1,,4,1,3,5,2,6,6,,7,,8,3,1,,4,5,2,1,2,5,4,7,8,3,,6,,,,6,2,4,1,7,8,,,3,5,,2,5,4,6,,7,,8,3,1,2,7,3,4,,,6,,5,1,8,4,3,,6,,2,8,1,,7,5
19,0,9/28/2022 11:29,9/28/2022 11:37,0,EN,1,3,1,4,2,1,2,3,4,4,2,3,1,2,3,1,4,2,3,1,4,0,2,2,3,3,4,3,4,4,1,3,2,4,20,1,-2,1,0,1,,1,,,1,1,,1,,,1,2,3,6,1,4,5,,,7,6,8,3,1,,5,4,2,1,2,4,3,7,8,5,,,,6,,6,2,4,1,7,8,,,3,5,,2,3,5,,6,7,,8,4,1,2,7,3,5,,6,,,4,1,8,3,5,,,,2,8,1,6,7,4
19,1,9/28/2022 11:29,9/28/2022 11:37,0,EN,1,3,1,4,2,1,2,3,4,4,2,3,1,2,3,1,4,2,3,1,4,1,6,6,3,3,4,4,4,4,1,3,2,4,20,1,-2,1,0,1,,1,,,1,1,,1,,,1,2,3,6,1,4,5,,,7,6,8,3,1,,5,4,2,1,2,4,3,7,8,5,,,,6,,6,2,4,1,7,8,,,3,5,,2,3,5,,6,7,,8,4,1,2,7,3,5,,6,,,4,1,8,3,5,,,,2,8,1,6,7,4
19,2,9/28/2022 11:29,9/28/2022 11:37,0,EN,1,3,1,4,2,1,2,3,4,4,2,3,1,2,3,1,4,2,3,1,4,1,7,7,4,4,5,5,5,4,1,3,2,4,20,1,-2,1,1,1,,1,,,1,1,,1,,,1,2,3,6,1,4,5,,,7,6,8,3,1,,5,4,2,1,2,4,3,7,8,5,,,,6,,6,2,4,1,7,8,,,3,5,,2,3,5,,6,7,,8,4,1,2,7,3,5,,6,,,4,1,8,3,5,,,,2,8,1,6,7,4
19,3,9/28/2022 11:29,9/28/2022 11:37,0,EN,1,3,1,4,2,1,2,3,4,4,2,3,1,2,3,1,4,2,3,1,4,1,6,7,1,4,5,5,5,4,1,3,2,4,20,1,-2,1,0,1,,1,,,1,1,,1,,,1,2,3,6,1,4,5,,,7,6,8,3,1,,5,4,2,1,2,4,3,7,8,5,,,,6,,6,2,4,1,7,8,,,3,5,,2,3,5,,6,7,,8,4,1,2,7,3,5,,6,,,4,1,8,3,5,,,,2,8,1,6,7,4
19,4,9/28/2022 11:29,9/28/2022 11:37,0,EN,1,3,1,4,2,1,2,3,4,4,2,3,1,2,3,1,4,2,3,1,4,1,6,6,3,2,4,5,5,4,1,3,2,4,20,1,-2,1,0,1,,1,,,1,1,,1,,,1,2,3,6,1,4,5,,,7,6,8,3,1,,5,4,2,1,2,4,3,7,8,5,,,,6,,6,2,4,1,7,8,,,3,5,,2,3,5,,6,7,,8,4,1,2,7,3,5,,6,,,4,1,8,3,5,,,,2,8,1,6,7,4
19,5,9/28/2022 11:29,9/28/2022 11:37,0,EN,1,3,1,4,2,1,2,3,4,4,2,3,1,2,3,1,4,2,3,1,4,1,7,8,3,3,6,6,6,4,1,3,2,4,20,1,-2,1,1,1,,1,,,1,1,,1,,,1,2,3,6,1,4,5,,,7,6,8,3,1,,5,4,2,1,2,4,3,7,8,5,,,,6,,6,2,4,1,7,8,,,3,5,,2,3,5,,6,7,,8,4,1,2,7,3,5,,6,,,4,1,8,3,5,,,,2,8,1,6,7,4
20,0,9/28/2022 13:01,9/28/2022 13:09,0,EN,1,3,2,4,1,4,2,3,1,4,1,2,3,3,4,1,2,2,4,3,1,0,6,6,4,5,4,3,4,3,4,3,1,2,19,1,1,1,0,1,,1,,1,,1,,,1,,1,4,2,1,5,3,6,,,7,,8,5,1,6,4,3,2,1,2,5,3,7,8,4,,,6,,6,,2,4,1,7,8,,,5,3,,2,5,3,,,7,6,8,4,1,2,7,4,3,6,,,,5,1,8,3,4,,,,2,8,1,6,7,5
20,1,9/28/2022 13:01,9/28/2022 13:09,0,EN,1,3,2,4,1,4,2,3,1,4,1,2,3,3,4,1,2,2,4,3,1,1,6,7,4,5,4,7,4,7,4,3,1,2,19,1,1,1,0,1,,1,,1,,1,,,1,,1,4,2,1,5,3,6,,,7,,8,5,1,6,4,3,2,1,2,5,3,7,8,4,,,6,,6,,2,4,1,7,8,,,5,3,,2,5,3,,,7,6,8,4,1,2,7,4,3,6,,,,5,1,8,3,4,,,,2,8,1,6,7,5
20,2,9/28/2022 13:01,9/28/2022 13:09,0,EN,1,3,2,4,1,4,2,3,1,4,1,2,3,3,4,1,2,2,4,3,1,1,6,7,2,1,6,7,6,6,4,3,1,2,19,1,1,1,0,1,,1,,1,,1,,,1,,1,4,2,1,5,3,6,,,7,,8,5,1,6,4,3,2,1,2,5,3,7,8,4,,,6,,6,,2,4,1,7,8,,,5,3,,2,5,3,,,7,6,8,4,1,2,7,4,3,6,,,,5,1,8,3,4,,,,2,8,1,6,7,5
20,3,9/28/2022 13:01,9/28/2022 13:09,0,EN,1,3,2,4,1,4,2,3,1,4,1,2,3,3,4,1,2,2,4,3,1,0,6,6,3,4,3,1,3,2,4,3,1,2,19,1,1,1,0,1,,1,,1,,1,,,1,,1,4,2,1,5,3,6,,,7,,8,5,1,6,4,3,2,1,2,5,3,7,8,4,,,6,,6,,2,4,1,7,8,,,5,3,,2,5,3,,,7,6,8,4,1,2,7,4,3,6,,,,5,1,8,3,4,,,,2,8,1,6,7,5
20,4,9/28/2022 13:01,9/28/2022 13:09,0,EN,1,3,2,4,1,4,2,3,1,4,1,2,3,3,4,1,2,2,4,3,1,1,6,7,4,4,6,7,6,7,4,3,1,2,19,1,1,1,1,1,,1,,1,,1,,,1,,1,4,2,1,5,3,6,,,7,,8,5,1,6,4,3,2,1,2,5,3,7,8,4,,,6,,6,,2,4,1,7,8,,,5,3,,2,5,3,,,7,6,8,4,1,2,7,4,3,6,,,,5,1,8,3,4,,,,2,8,1,6,7,5
20,5,9/28/2022 13:01,9/28/2022 13:09,0,EN,1,3,2,4,1,4,2,3,1,4,1,2,3,3,4,1,2,2,4,3,1,1,7,8,5,5,4,7,4,7,4,3,1,2,19,1,1,1,1,1,,1,,1,,1,,,1,,1,4,2,1,5,3,6,,,7,,8,5,1,6,4,3,2,1,2,5,3,7,8,4,,,6,,6,,2,4,1,7,8,,,5,3,,2,5,3,,,7,6,8,4,1,2,7,4,3,6,,,,5,1,8,3,4,,,,2,8,1,6,7,5
21,0,9/28/2022 14:30,9/28/2022 14:43,0,EN,1,4,2,3,1,4,1,2,3,3,1,2,4,3,1,2,4,3,2,4,1,0,2,2,3,3,4,2,4,2,3,1,4,2,21,0,0,1,1,,1,,1,,1,,1,,1,,1,3,6,4,1,5,2,6,,7,,8,4,1,,5,3,2,1,2,5,4,7,8,3,6,,,,,6,2,4,1,7,8,,,5,3,,2,4,3,6,,7,,8,5,1,2,7,5,3,6,,,,4,1,8,5,3,,,,2,8,1,6,7,4
21,1,9/28/2022 14:30,9/28/2022 14:43,0,EN,1,4,2,3,1,4,1,2,3,3,1,2,4,3,1,2,4,3,2,4,1,1,6,6,4,4,4,5,4,5,3,1,4,2,21,0,0,1,1,,1,,1,,1,,1,,1,,1,3,6,4,1,5,2,6,,7,,8,4,1,,5,3,2,1,2,5,4,7,8,3,6,,,,,6,2,4,1,7,8,,,5,3,,2,4,3,6,,7,,8,5,1,2,7,5,3,6,,,,4,1,8,5,3,,,,2,8,1,6,7,4
21,2,9/28/2022 14:30,9/28/2022 14:43,0,EN,1,4,2,3,1,4,1,2,3,3,1,2,4,3,1,2,4,3,2,4,1,1,7,8,4,5,5,6,5,6,3,1,4,2,21,0,0,1,1,,1,,1,,1,,1,,1,,1,3,6,4,1,5,2,6,,7,,8,4,1,,5,3,2,1,2,5,4,7,8,3,6,,,,,6,2,4,1,7,8,,,5,3,,2,4,3,6,,7,,8,5,1,2,7,5,3,6,,,,4,1,8,5,3,,,,2,8,1,6,7,4
21,3,9/28/2022 14:30,9/28/2022 14:43,0,EN,1,4,2,3,1,4,1,2,3,3,1,2,4,3,1,2,4,3,2,4,1,1,6,6,4,4,5,5,5,5,3,1,4,2,21,0,0,1,1,,1,,1,,1,,1,,1,,1,3,6,4,1,5,2,6,,7,,8,4,1,,5,3,2,1,2,5,4,7,8,3,6,,,,,6,2,4,1,7,8,,,5,3,,2,4,3,6,,7,,8,5,1,2,7,5,3,6,,,,4,1,8,5,3,,,,2,8,1,6,7,4
21,4,9/28/2022 14:30,9/28/2022 14:43,0,EN,1,4,2,3,1,4,1,2,3,3,1,2,4,3,1,2,4,3,2,4,1,1,6,7,3,4,4,5,4,5,3,1,4,2,21,0,0,1,1,,1,,1,,1,,1,,1,,1,3,6,4,1,5,2,6,,7,,8,4,1,,5,3,2,1,2,5,4,7,8,3,6,,,,,6,2,4,1,7,8,,,5,3,,2,4,3,6,,7,,8,5,1,2,7,5,3,6,,,,4,1,8,5,3,,,,2,8,1,6,7,4
21,5,9/28/2022 14:30,9/28/2022 14:43,0,EN,1,4,2,3,1,4,1,2,3,3,1,2,4,3,1,2,4,3,2,4,1,1,6,7,3,3,5,5,5,5,3,1,4,2,21,0,0,1,1,,1,,1,,1,,1,,1,,1,3,6,4,1,5,2,6,,7,,8,4,1,,5,3,2,1,2,5,4,7,8,3,6,,,,,6,2,4,1,7,8,,,5,3,,2,4,3,6,,7,,8,5,1,2,7,5,3,6,,,,4,1,8,5,3,,,,2,8,1,6,7,4
22,0,9/28/2022 15:40,9/28/2022 15:44,0,EN,1,4,1,2,3,4,3,1,2,1,2,3,4,1,4,2,3,2,1,3,4,1,7,7,2,2,6,5,6,6,3,4,1,2,20,1,0,1,0,1,,1,,,1,,1,1,,1,,3,2,6,1,5,4,,,7,6,8,5,1,,4,3,2,1,2,5,4,7,8,3,,6,,,,6,2,5,1,7,8,,,4,3,,2,4,5,6,,7,,8,3,1,2,7,5,4,,,6,,3,1,8,3,5,,,6,2,8,1,,7,4
22,1,9/28/2022 15:40,9/28/2022 15:44,0,EN,1,4,1,2,3,4,3,1,2,1,2,3,4,1,4,2,3,2,1,3,4,0,2,6,4,4,3,1,3,2,3,4,1,2,20,1,0,1,0,1,,1,,,1,,1,1,,1,,3,2,6,1,5,4,,,7,6,8,5,1,,4,3,2,1,2,5,4,7,8,3,,6,,,,6,2,5,1,7,8,,,4,3,,2,4,5,6,,7,,8,3,1,2,7,5,4,,,6,,3,1,8,3,5,,,6,2,8,1,,7,4
22,2,9/28/2022 15:40,9/28/2022 15:44,0,EN,1,4,1,2,3,4,3,1,2,1,2,3,4,1,4,2,3,2,1,3,4,1,6,7,3,3,5,5,5,4,3,4,1,2,20,1,0,1,1,1,,1,,,1,,1,1,,1,,3,2,6,1,5,4,,,7,6,8,5,1,,4,3,2,1,2,5,4,7,8,3,,6,,,,6,2,5,1,7,8,,,4,3,,2,4,5,6,,7,,8,3,1,2,7,5,4,,,6,,3,1,8,3,5,,,6,2,8,1,,7,4
22,3,9/28/2022 15:40,9/28/2022 15:44,0,EN,1,4,1,2,3,4,3,1,2,1,2,3,4,1,4,2,3,2,1,3,4,0,2,2,4,4,3,1,3,1,3,4,1,2,20,1,0,1,1,1,,1,,,1,,1,1,,1,,3,2,6,1,5,4,,,7,6,8,5,1,,4,3,2,1,2,5,4,7,8,3,,6,,,,6,2,5,1,7,8,,,4,3,,2,4,5,6,,7,,8,3,1,2,7,5,4,,,6,,3,1,8,3,5,,,6,2,8,1,,7,4
22,4,9/28/2022 15:40,9/28/2022 15:44,0,EN,1,4,1,2,3,4,3,1,2,1,2,3,4,1,4,2,3,2,1,3,4,2,2,2,4,4,3,2,3,2,3,4,1,2,20,1,0,1,0,1,,1,,,1,,1,1,,1,,3,2,6,1,5,4,,,7,6,8,5,1,,4,3,2,1,2,5,4,7,8,3,,6,,,,6,2,5,1,7,8,,,4,3,,2,4,5,6,,7,,8,3,1,2,7,5,4,,,6,,3,1,8,3,5,,,6,2,8,1,,7,4
22,5,9/28/2022 15:40,9/28/2022 15:44,0,EN,1,4,1,2,3,4,3,1,2,1,2,3,4,1,4,2,3,2,1,3,4,1,6,6,4,4,4,4,4,4,3,4,1,2,20,1,0,1,0,1,,1,,,1,,1,1,,1,,3,2,6,1,5,4,,,7,6,8,5,1,,4,3,2,1,2,5,4,7,8,3,,6,,,,6,2,5,1,7,8,,,4,3,,2,4,5,6,,7,,8,3,1,2,7,5,4,,,6,,3,1,8,3,5,,,6,2,8,1,,7,4
23,0,9/27/2022 11:27,9/29/2022 11:54,0,EN,1,2,4,1,3,4,2,3,1,1,4,2,3,4,2,3,1,3,2,1,4,0,6,6,3,3,3,4,3,4,1,3,2,4,22,1,0,1,1,,1,,1,1,,1,,1,,,1,5,3,1,4,6,2,6,,7,,8,5,1,,4,3,2,1,2,4,5,7,8,3,6,,,,,,2,5,1,7,8,6,,3,4,6,2,4,3,,,7,,8,5,1,2,7,4,3,,6,,,5,1,8,4,5,,,,2,8,1,6,7,3
23,1,9/27/2022 11:27,9/29/2022 11:54,0,EN,1,2,4,1,3,4,2,3,1,1,4,2,3,4,2,3,1,3,2,1,4,0,6,6,3,3,3,4,3,4,1,3,2,4,22,1,0,1,1,,1,,1,1,,1,,1,,,1,5,3,1,4,6,2,6,,7,,8,5,1,,4,3,2,1,2,4,5,7,8,3,6,,,,,,2,5,1,7,8,6,,3,4,6,2,4,3,,,7,,8,5,1,2,7,4,3,,6,,,5,1,8,4,5,,,,2,8,1,6,7,3
23,2,9/27/2022 11:27,9/29/2022 11:54,0,EN,1,2,4,1,3,4,2,3,1,1,4,2,3,4,2,3,1,3,2,1,4,1,6,6,3,4,5,4,5,4,1,3,2,4,22,1,0,1,0,,1,,1,1,,1,,1,,,1,5,3,1,4,6,2,6,,7,,8,5,1,,4,3,2,1,2,4,5,7,8,3,6,,,,,,2,5,1,7,8,6,,3,4,6,2,4,3,,,7,,8,5,1,2,7,4,3,,6,,,5,1,8,4,5,,,,2,8,1,6,7,3
23,3,9/27/2022 11:27,9/29/2022 11:54,0,EN,1,2,4,1,3,4,2,3,1,1,4,2,3,4,2,3,1,3,2,1,4,0,6,6,3,4,3,4,3,3,1,3,2,4,22,1,0,1,0,,1,,1,1,,1,,1,,,1,5,3,1,4,6,2,6,,7,,8,5,1,,4,3,2,1,2,4,5,7,8,3,6,,,,,,2,5,1,7,8,6,,3,4,6,2,4,3,,,7,,8,5,1,2,7,4,3,,6,,,5,1,8,4,5,,,,2,8,1,6,7,3
23,4,9/27/2022 11:27,9/29/2022 11:54,0,EN,1,2,4,1,3,4,2,3,1,1,4,2,3,4,2,3,1,3,2,1,4,2,6,6,3,3,3,3,3,3,1,3,2,4,22,1,0,1,0,,1,,1,1,,1,,1,,,1,5,3,1,4,6,2,6,,7,,8,5,1,,4,3,2,1,2,4,5,7,8,3,6,,,,,,2,5,1,7,8,6,,3,4,6,2,4,3,,,7,,8,5,1,2,7,4,3,,6,,,5,1,8,4,5,,,,2,8,1,6,7,3
23,5,9/27/2022 11:27,9/29/2022 11:54,0,EN,1,2,4,1,3,4,2,3,1,1,4,2,3,4,2,3,1,3,2,1,4,2,2,2,3,3,3,4,3,4,1,3,2,4,22,1,0,1,1,,1,,1,1,,1,,1,,,1,5,3,1,4,6,2,6,,7,,8,5,1,,4,3,2,1,2,4,5,7,8,3,6,,,,,,2,5,1,7,8,6,,3,4,6,2,4,3,,,7,,8,5,1,2,7,4,3,,6,,,5,1,8,4,5,,,,2,8,1,6,7,3
24,0,9/29/2022 14:25,9/29/2022 14:32,0,EN,1,4,2,3,1,1,3,2,4,2,1,4,3,1,3,4,2,2,1,4,3,0,6,6,4,4,6,6,5,4,2,4,1,3,21,1,1,1,1,,1,,1,1,,,1,1,,1,,3,2,1,6,4,5,6,,7,,8,5,1,,3,4,2,1,2,5,3,7,8,4,6,,,,,,2,5,1,7,8,,6,3,4,,2,3,5,6,,7,,8,4,1,2,7,3,5,,6,,,4,1,8,4,3,6,,,2,8,1,,7,5
24,1,9/29/2022 14:25,9/29/2022 14:32,0,EN,1,4,2,3,1,1,3,2,4,2,1,4,3,1,3,4,2,2,1,4,3,1,6,6,4,4,4,5,3,4,2,4,1,3,21,1,1,1,1,,1,,1,1,,,1,1,,1,,3,2,1,6,4,5,6,,7,,8,5,1,,3,4,2,1,2,5,3,7,8,4,6,,,,,,2,5,1,7,8,,6,3,4,,2,3,5,6,,7,,8,4,1,2,7,3,5,,6,,,4,1,8,4,3,6,,,2,8,1,,7,5
24,2,9/29/2022 14:25,9/29/2022 14:32,0,EN,1,4,2,3,1,1,3,2,4,2,1,4,3,1,3,4,2,2,1,4,3,1,6,7,3,2,4,6,4,3,2,4,1,3,21,1,1,1,0,,1,,1,1,,,1,1,,1,,3,2,1,6,4,5,6,,7,,8,5,1,,3,4,2,1,2,5,3,7,8,4,6,,,,,,2,5,1,7,8,,6,3,4,,2,3,5,6,,7,,8,4,1,2,7,3,5,,6,,,4,1,8,4,3,6,,,2,8,1,,7,5
24,3,9/29/2022 14:25,9/29/2022 14:32,0,EN,1,4,2,3,1,1,3,2,4,2,1,4,3,1,3,4,2,2,1,4,3,0,6,6,4,4,4,3,4,3,2,4,1,3,21,1,1,1,1,,1,,1,1,,,1,1,,1,,3,2,1,6,4,5,6,,7,,8,5,1,,3,4,2,1,2,5,3,7,8,4,6,,,,,,2,5,1,7,8,,6,3,4,,2,3,5,6,,7,,8,4,1,2,7,3,5,,6,,,4,1,8,4,3,6,,,2,8,1,,7,5
24,4,9/29/2022 14:25,9/29/2022 14:32,0,EN,1,4,2,3,1,1,3,2,4,2,1,4,3,1,3,4,2,2,1,4,3,1,6,7,4,4,5,6,4,5,2,4,1,3,21,1,1,1,0,,1,,1,1,,,1,1,,1,,3,2,1,6,4,5,6,,7,,8,5,1,,3,4,2,1,2,5,3,7,8,4,6,,,,,,2,5,1,7,8,,6,3,4,,2,3,5,6,,7,,8,4,1,2,7,3,5,,6,,,4,1,8,4,3,6,,,2,8,1,,7,5
